"yr_built","yr_remodel","overall_cond","bed_rms","full_bth","num_stops_0.25","num_stops_0.50","total_value","lu","bldg_value","land_value","res_units","living_area","condo"
1905,2001,"A - Average",9,3,0,1,1321000,"R3",1083200,237800,NA,4338,0
1959,NA,"A - Average",2,1,0,0,645400,"R1",345600,299800,NA,992,0
1945,NA,"A - Average",2,1,0,0,501600,"R1",266800,234800,NA,1176,0
1905,NA,"A - Average",3,1,0,2,627800,"R1",409900,217900,NA,1120,0
1900,NA,"A - Average",5,1,0,0,400200,"R1",240000,160200,NA,2127,0
1920,NA,"A - Average",3,1,0,0,708300,"R1",405200,303100,NA,1648,0
1890,NA,"A - Average",6,2,0,0,642300,"R2",411200,231100,NA,2296.8,0
1900,2007,"A - Average",5,3,0,0,1373600,"R3",956400,417200,NA,3784,0
1892,NA,"A - Average",6,2,0,0,1010500,"R2",683600,326900,NA,2340,0
1900,NA,"A - Average",5,3,0,0,1086800,"R3",771200,315600,NA,2625.6,0
1925,NA,"A - Average",3,1,0,0,686500,"R1",419900,266600,NA,1456,0
1920,NA,"A - Average",12,4,3,9,2075300,"R3",1580600,494700,NA,4707,0
1900,2015,"A - Average",5,2,0,0,581100,"R1",368600,212500,NA,2481,0
1950,2012,"A - Average",4,1,0,0,467300,"R1",289500,177800,NA,1008,0
1905,NA,"A - Average",6,3,0,0,825100,"R3",591500,233600,NA,4032,0
1925,NA,"A - Average",5,2,0,0,730700,"R2",489300,241400,NA,2288,0
1905,NA,"A - Average",9,3,0,0,976200,"R3",780700,195500,NA,3225,0
1920,2008,"A - Average",6,2,0,0,914100,"R2",637500,276600,NA,3562.4,0
1900,NA,"A - Average",5,2,0,1,838400,"R2",595300,243100,NA,3401.2,0
1905,NA,"A - Average",5,3,4,7,1354700,"R3",1001900,352800,NA,2832,0
1950,2018,"A - Average",3,1,0,0,610100,"R1",393800,216300,NA,1261,0
1935,2002,"A - Average",5,2,0,1,569900,"R2",357500,212400,NA,2056,0
1930,2006,"A - Average",5,1,0,0,633600,"R1",430800,202800,NA,2745.45,0
1900,2000,"A - Average",7,3,0,0,803000,"R3",582300,220700,NA,3732,0
1905,NA,"A - Average",9,3,0,0,1154900,"R3",902900,252000,NA,3546,0
1963,NA,"A - Average",1,1,0,0,435300,"R1",285400,149900,NA,1075.2,0
1910,NA,"A - Average",3,1,0,0,493600,"R1",308000,185600,NA,1795.8,0
1880,1980,"A - Average",7,3,0,0,741800,"R3",543400,198400,NA,2643,0
1900,NA,"A - Average",6,3,1,1,1159300,"R3",766400,392900,NA,2970,0
1900,NA,"A - Average",4,2,0,0,831100,"R2",587000,244100,NA,2584,0
1920,NA,"A - Average",3,1,0,0,401300,"R1",263100,138200,NA,1326,0
1900,NA,"A - Average",3,2,0,0,364800,"R2",207000,157800,NA,2047,0
1920,NA,"A - Average",6,3,0,2,1288600,"R3",863600,425000,NA,2923.6,0
1905,NA,"A - Average",6,3,0,1,1326800,"R3",1020400,306400,NA,3921,0
1895,2022,"A - Average",4,1,0,0,735900,"R1",594300,141600,NA,2092,0
1905,NA,"A - Average",4,2,0,2,688300,"R2",451900,236400,NA,2876,0
1905,NA,"A - Average",6,3,0,1,1177700,"R3",878500,299200,NA,3174,0
1955,NA,"G - Good",3,2,0,0,1303100,"R1",880800,422300,NA,2719.9,0
1953,2010,"A - Average",3,1,0,0,641500,"R1",407200,234300,NA,1468.8,0
1992,NA,"A - Average",3,1,0,0,390900,"R1",250300,140600,NA,1152,0
1900,NA,"A - Average",3,1,0,0,605800,"R1",412800,193000,NA,1320,0
1928,NA,"G - Good",3,2,0,0,898000,"R1",653900,244100,NA,1718,0
1966,NA,"A - Average",3,1,0,0,720100,"R1",456300,263800,NA,1691,0
1890,NA,"A - Average",3,1,0,2,753100,"R1",427500,325600,NA,1293,0
1915,2004,"A - Average",6,2,0,0,925300,"R1",738200,187100,NA,3105,0
1914,2020,"G - Good",4,3,0,0,1090500,"R1",794400,296100,NA,2335,0
1920,NA,"A - Average",5,2,0,0,802000,"R2",513400,288600,NA,2248,0
1890,2021,"G - Good",4,2,0,1,914400,"R1",691900,222500,NA,1998,0
1920,NA,"A - Average",6,3,0,1,1552500,"R3",1079900,472600,NA,4460.6,0
1890,2018,"A - Average",9,3,0,1,1348900,"R3",1156100,192800,NA,3966,0
1900,NA,"A - Average",9,3,0,0,1331100,"R3",1007800,323300,NA,3672,0
1900,NA,"A - Average",5,3,0,0,771500,"R2",521000,250500,NA,3731.2,0
1900,NA,"A - Average",3,1,0,0,495500,"R1",263000,232500,NA,1165,0
1915,NA,"A - Average",6,2,0,0,813000,"R2",570000,243000,NA,2831.8,0
1959,NA,"A - Average",3,1,0,0,680800,"R1",466900,213900,NA,1610,0
1950,NA,"A - Average",3,1,0,0,516200,"R1",297600,218600,NA,1080,0
1905,2016,"A - Average",8,3,0,0,1235100,"R3",983700,251400,NA,3396,0
1905,NA,"A - Average",6,3,0,0,1157400,"R3",917400,240000,NA,3639,0
1900,NA,"A - Average",7,2,0,0,785800,"R2",548100,237700,NA,2991.6,0
1920,NA,"A - Average",4,2,0,0,1087700,"R2",656600,431100,NA,2478,0
1923,NA,"A - Average",2,1,0,0,603500,"R1",385000,218500,NA,1424,0
1945,NA,"A - Average",6,2,1,3,601300,"R2",400400,200900,NA,1856,0
1900,NA,"A - Average",11,3,3,8,1839300,"R3",1413400,425900,NA,3741,0
1900,NA,"A - Average",8,3,0,0,803100,"R3",502200,300900,NA,4293.2,0
1900,NA,"A - Average",8,2,0,0,693300,"R2",463500,229800,NA,2574.2,0
1925,2012,"G - Good",4,2,0,0,1173200,"R1",816500,356700,NA,2257.2,0
1925,2013,"A - Average",4,2,0,0,828600,"R2",510600,318000,NA,2522,0
1920,2018,"A - Average",6,1,0,0,885000,"R1",594400,290600,NA,2107.2,0
1910,NA,"A - Average",6,2,0,0,459900,"R1",285400,174500,NA,1671.2,0
1935,NA,"A - Average",7,3,0,0,616300,"R2",434600,181700,NA,4410,0
1925,NA,"A - Average",4,2,0,0,725700,"R2",455700,270000,NA,1948,0
1900,NA,"A - Average",5,2,0,0,1260200,"R2",931800,328400,NA,2800,0
1900,NA,"A - Average",3,2,1,1,674600,"R2",429900,244700,NA,1969.2,0
1920,2008,"A - Average",7,2,0,4,829800,"R2",597300,232500,NA,3021.2,0
2002,2017,"G - Good",3,2,0,0,672800,"R1",516100,156700,NA,1622,0
1870,2003,"A - Average",4,2,0,1,948600,"R2",582300,366300,NA,1899,0
1905,NA,"A - Average",6,3,0,1,1112100,"R3",819600,292500,NA,3336,0
1900,NA,"A - Average",3,1,0,3,482900,"R1",311000,171900,NA,1440,0
1935,NA,"A - Average",7,4,0,0,898300,"R2",665600,232700,NA,3018.6,0
1925,NA,"A - Average",5,3,0,2,1178700,"R1",876300,302400,NA,3314.8,0
1905,NA,"A - Average",6,3,0,0,1225600,"R3",926600,299000,NA,3905,0
1899,2015,"G - Good",7,3,1,1,2594200,"R1",1790800,803400,NA,3953,0
1880,NA,"A - Average",6,3,0,0,780600,"R3",533300,247300,NA,2614.4,0
1890,NA,"G - Good",7,3,0,0,1109700,"R3",909900,199800,NA,3232,0
1936,NA,"A - Average",5,2,0,0,838400,"R2",582000,256400,NA,2256,0
1925,2004,"A - Average",4,2,0,0,775100,"R1",531400,243700,NA,1591.2,0
1900,NA,"A - Average",3,1,0,0,375900,"R1",217000,158900,NA,1030.4,0
1875,1990,"A - Average",4,1,0,1,1343900,"R1",932300,411600,NA,2414,0
1896,2005,"G - Good",5,3,0,1,1921600,"R2",1224600,697000,NA,4526.4,0
1906,NA,"A - Average",4,2,0,0,559900,"R2",385900,174000,NA,3697,0
1900,2002,"A - Average",6,3,0,0,631700,"R2",449000,182700,NA,2560.6,0
1935,NA,"A - Average",6,2,0,0,788000,"R2",524800,263200,NA,3954,0
1925,2011,"A - Average",11,3,0,0,915500,"R3",743300,172200,NA,4371,0
1905,NA,"A - Average",6,3,0,1,1164900,"R3",900200,264700,NA,3519,0
1918,NA,"A - Average",4,2,0,0,701200,"R1",489600,211600,NA,1808,0
1905,2006,"A - Average",13,5,1,3,2538400,"R3",1911800,626600,NA,4401.45,0
1910,2001,"G - Good",8,4,0,1,1593100,"R2",1174800,418300,NA,4162.1,0
1925,NA,"A - Average",2,1,0,0,505800,"R1",322300,183500,NA,1400,0
1960,NA,"A - Average",3,1,0,0,572500,"R1",367400,205100,NA,1500,0
1910,2013,"G - Good",6,3,0,0,1035200,"R3",891100,144100,NA,2880,0
1953,2015,"A - Average",3,1,0,0,680500,"R1",426800,253700,NA,1440,0
1931,2016,"A - Average",4,1,0,0,761900,"R1",484800,277100,NA,1704,0
1900,NA,"A - Average",9,3,0,0,551600,"R3",374600,177000,NA,3000,0
1900,1984,"A - Average",5,2,0,0,685400,"R2",498600,186800,NA,3332.4,0
1915,NA,"A - Average",4,2,0,0,639600,"R2",444600,195000,NA,2692,0
1910,NA,"A - Average",3,2,0,0,721000,"R2",496600,224400,NA,2480,0
1921,NA,"A - Average",3,1,0,0,667700,"R1",390000,277700,NA,1420,0
1949,NA,"A - Average",4,2,0,0,621100,"R1",403400,217700,NA,1512,0
1935,NA,"A - Average",5,3,0,1,618800,"R2",415300,203500,NA,2886,0
1890,2018,"A - Average",5,2,0,1,798900,"R1",581100,217800,NA,2260.8,0
1900,NA,"A - Average",9,3,0,1,1341800,"R3",1035500,306300,NA,3896,0
1905,2016,"A - Average",6,3,0,1,1420000,"R3",1089500,330500,NA,3885,0
1905,2013,"G - Good",6,3,1,1,1372200,"R3",1076800,295400,NA,3321,0
1918,2003,"A - Average",3,1,0,0,737200,"R1",507000,230200,NA,1668,0
1950,1983,"A - Average",3,1,0,0,423100,"R1",275400,147700,NA,1144,0
1892,2022,"G - Good",4,2,1,2,851800,"R1",670400,181400,NA,1766,0
1890,NA,"A - Average",4,2,0,3,1064300,"R2",845000,219300,NA,2268,0
1905,NA,"A - Average",4,2,1,2,729300,"R1",407800,321500,NA,2998.2,0
1964,NA,"A - Average",6,3,0,0,809500,"R3",513800,295700,NA,3936,0
1910,NA,"A - Average",10,4,4,4,1936700,"R3",1578200,358500,NA,5587.9,0
1900,NA,"A - Average",4,1,0,0,494000,"R1",283300,210700,NA,1648.4,0
1910,1997,"A - Average",12,3,0,0,1006200,"R3",739200,267000,NA,4056.8,0
1905,NA,"A - Average",11,3,0,0,773100,"R3",597000,176100,NA,3528,0
1900,2019,"A - Average",7,3,0,0,762900,"R3",558300,204600,NA,4114.4,0
1930,1990,"F - Fair",3,1,0,0,510600,"R1",258500,252100,NA,1372.8,0
1954,2012,"G - Good",4,1,0,0,982900,"R1",641000,341900,NA,1665,0
1920,NA,"A - Average",4,1,0,0,692000,"R1",432400,259600,NA,1316,0
1899,1991,"G - Good",4,2,0,1,1925800,"R1",1372600,553200,NA,3261,0
1935,NA,"A - Average",6,2,0,0,703600,"R2",433500,270100,NA,2590,0
1905,NA,"A - Average",4,3,0,0,769500,"R3",449300,320200,NA,2720,0
1905,1970,"A - Average",8,3,0,1,1185900,"R3",965500,220400,NA,3522,0
1905,NA,"A - Average",5,2,0,2,865700,"R1",596500,269200,NA,2715,0
1905,NA,"A - Average",6,3,0,1,1065200,"R3",805200,260000,NA,3273,0
1905,NA,"A - Average",8,3,1,1,1132300,"R3",898500,233800,NA,3218,0
1920,2013,"G - Good",4,2,0,0,1087000,"R1",766400,320600,NA,2258.1,0
1960,NA,"A - Average",3,1,0,0,732300,"R1",398200,334100,NA,1226,0
1905,NA,"A - Average",8,2,1,2,818700,"R2",605000,213700,NA,3829,0
1905,NA,"A - Average",6,2,0,0,601400,"R2",391700,209700,NA,2612,0
1930,NA,"A - Average",5,3,0,0,1041600,"R2",752600,289000,NA,2691,0
1950,NA,"A - Average",2,1,0,0,446700,"R1",296200,150500,NA,1158,0
1920,NA,"A - Average",3,1,0,0,548000,"R1",382600,165400,NA,1896.8,0
1905,NA,"A - Average",7,3,0,1,1348700,"R3",895500,453200,NA,3318,0
1905,NA,"A - Average",4,2,0,0,635300,"R2",412400,222900,NA,3474.9,0
1925,NA,"A - Average",5,2,0,0,840100,"R2",548400,291700,NA,2454,0
1868,2019,"G - Good",3,3,1,1,1443200,"R2",845000,598200,NA,3001,0
1920,NA,"A - Average",6,2,0,0,659000,"R2",456900,202100,NA,2609,0
1900,2006,"A - Average",5,2,0,1,1304700,"R1",910500,394200,NA,3210.2,0
1900,NA,"A - Average",6,2,0,0,817100,"R2",526600,290500,NA,5378.1,0
1903,1998,"A - Average",11,3,0,0,995400,"R3",759600,235800,NA,5034,0
1911,NA,"A - Average",6,3,0,0,912900,"R3",655200,257700,NA,4203,0
1905,NA,"A - Average",6,3,0,2,1153000,"R3",877600,275400,NA,3000,0
1925,NA,"A - Average",4,2,0,0,767100,"R2",470400,296700,NA,2064,0
1954,2021,"A - Average",3,1,0,0,940300,"R1",603600,336700,NA,2332,0
1920,2018,"A - Average",3,1,0,0,781000,"R1",569900,211100,NA,1723.8,0
1920,NA,"A - Average",4,2,0,0,846300,"R2",520500,325800,NA,2476,0
1910,2016,"G - Good",3,2,0,0,856200,"R1",654500,201700,NA,1590,0
1905,2011,"G - Good",3,1,0,2,989200,"R1",693300,295900,NA,1690,0
1890,NA,"A - Average",4,2,0,0,571800,"R1",426600,145200,NA,3644,0
1905,NA,"A - Average",7,3,0,0,730700,"R3",537500,193200,NA,3842.4,0
1920,NA,"A - Average",6,3,0,1,678200,"R3",469900,208300,NA,3664.6,0
1905,2016,"A - Average",7,3,1,1,669500,"R2",481100,188400,NA,2114.8,0
1935,NA,"A - Average",5,2,0,0,678300,"R2",469800,208500,NA,2572.4,0
1920,2008,"A - Average",5,2,0,0,712100,"R2",483100,229000,NA,2979.6,0
1925,2022,"G - Good",8,4,2,7,1755800,"R2",1280100,475700,NA,3472.5,0
1905,2003,"A - Average",6,3,0,2,1132100,"R2",797400,334700,NA,4323.8,0
1905,2006,"A - Average",9,3,1,1,1336200,"R3",1061900,274300,NA,4092,0
1915,2018,"A - Average",6,2,2,5,1192300,"R2",849900,342400,NA,3283.6,0
1920,NA,"A - Average",6,2,0,0,650400,"R2",428300,222100,NA,3196,0
1950,1984,"A - Average",3,1,0,0,400600,"R1",273900,126700,NA,1208,0
1905,2018,"G - Good",10,3,2,7,1855400,"R3",1395000,460400,NA,2976,0
1890,2016,"A - Average",7,3,0,1,832300,"R3",629700,202600,NA,2579.5,0
1905,NA,"G - Good",9,3,0,0,987000,"R3",764500,222500,NA,3420,0
1940,1998,"A - Average",8,3,1,1,938200,"R3",762500,175700,NA,3168,0
1925,2001,"A - Average",9,3,0,0,1497700,"R3",1136200,361500,NA,3834,0
1889,NA,"A - Average",4,2,0,1,1152700,"R2",736300,416400,NA,3078,0
2006,NA,"G - Good",3,1,0,0,405300,"R1",295869,109431,NA,1426,0
1920,1994,"A - Average",3,1,0,0,343700,"R1",220300,123400,NA,1108.6,0
1900,NA,"A - Average",2,1,0,0,352100,"R1",242500,109600,NA,936,0
2005,NA,"G - Good",4,2,0,0,955200,"R1",721600,233600,NA,2646,0
1959,NA,"A - Average",3,1,0,3,501500,"R1",333700,167800,NA,1220,0
1871,2013,"G - Good",2,1,1,3,1229700,"R1",909200,320500,NA,2042,0
1950,1994,"A - Average",3,1,0,0,433100,"R1",248900,184200,NA,1559.6,0
1940,NA,"G - Good",3,1,0,0,835200,"R1",556200,279000,NA,1472,0
1900,NA,"A - Average",5,2,1,2,723700,"R2",502600,221100,NA,3249.6,0
1920,2015,"G - Good",4,1,0,1,458300,"R1",374500,83800,NA,1255.2,0
1900,NA,"A - Average",5,2,0,0,515100,"R1",354700,160400,NA,2274,0
1900,2018,"A - Average",6,4,0,0,1146500,"R3",862200,284300,NA,2006,0
1930,NA,"G - Good",4,2,0,0,1800100,"R2",1157700,642400,NA,2798.4,0
1945,1975,"A - Average",5,2,0,1,682500,"R2",446500,236000,NA,2236,0
1914,NA,"A - Average",6,2,3,5,1349600,"R2",873300,476300,NA,2976,0
1900,NA,"A - Average",6,3,0,0,630400,"R2",430100,200300,NA,3290,0
1950,1970,"A - Average",3,1,0,0,447500,"R1",289800,157700,NA,1260,0
1900,NA,"A - Average",4,1,0,0,710300,"R1",489900,220400,NA,1617,0
1900,NA,"A - Average",5,3,0,0,1440300,"R2",953900,486400,NA,2752,0
1900,NA,"A - Average",7,3,0,1,775800,"R3",494700,281100,NA,3761.9,0
1990,2009,"A - Average",8,3,0,0,1031600,"R3",764900,266700,NA,3588,0
1950,2005,"G - Good",3,2,0,0,1121900,"R1",774500,347400,NA,1636.6,0
1906,2014,"A - Average",3,1,0,0,874600,"R1",594900,279700,NA,1040,0
1890,1995,"A - Average",4,1,0,0,1043800,"R1",778900,264900,NA,1755,0
1954,2022,"G - Good",5,3,0,0,986100,"R1",748500,237600,NA,1744,0
1900,1985,"A - Average",4,2,0,0,540000,"R1",347600,192400,NA,2100,0
1890,NA,"A - Average",6,3,0,1,676300,"R3",504700,171600,NA,2519,0
1900,2018,"A - Average",8,3,0,4,1443500,"R3",1071800,371700,NA,2919,0
1905,1995,"A - Average",4,2,0,0,1073000,"R2",697700,375300,NA,2154,0
1890,NA,"A - Average",3,1,0,0,664700,"R1",368100,296600,NA,1182,0
1905,NA,"G - Good",7,2,0,0,1129000,"R2",863500,265500,NA,5288.6,0
1890,2013,"A - Average",8,2,0,0,772300,"R2",493600,278700,NA,3255.4,0
1910,NA,"A - Average",10,3,1,10,1716800,"R3",1213000,503800,NA,3624,0
1950,NA,"A - Average",3,1,0,0,437700,"R1",295400,142300,NA,1144,0
1950,NA,"A - Average",3,1,0,0,399600,"R1",240900,158700,NA,1040,0
1910,1980,"A - Average",4,1,0,2,586100,"R1",369100,217000,NA,1824,0
1900,NA,"A - Average",12,4,0,2,1568800,"R3",1195400,373400,NA,4386.6,0
1905,NA,"G - Good",3,2,0,2,1343900,"R1",1062200,281700,NA,3335.4,0
2004,NA,"G - Good",6,2,0,3,864400,"R2",617000,247400,NA,2032,0
1900,2011,"G - Good",9,3,0,3,1191400,"R3",967600,223800,NA,2925,0
1920,NA,"A - Average",6,2,0,0,708100,"R2",483200,224900,NA,3220,0
1954,NA,"A - Average",3,1,0,0,517500,"R1",328800,188700,NA,1225,0
1900,NA,"G - Good",6,5,1,1,2352600,"R3",1463900,888700,NA,4323,0
1900,2022,"A - Average",6,3,0,3,936900,"R3",733600,203300,NA,3105,0
1901,2003,"G - Good",5,2,1,2,1039900,"R1",817200,222700,NA,2623,0
1935,NA,"A - Average",6,2,0,1,767500,"R2",540100,227400,NA,3043.2,0
1920,NA,"A - Average",4,2,0,0,776100,"R2",527100,249000,NA,2620.8,0
1935,1984,"A - Average",3,1,0,0,641800,"R1",412700,229100,NA,1528,0
1962,2001,"G - Good",3,2,0,0,1208000,"R1",881100,326900,NA,2146,0
1940,2007,"A - Average",3,2,0,0,618400,"R1",425900,192500,NA,1449,0
1905,NA,"A - Average",11,3,0,0,1011200,"R3",722300,288900,NA,4380,0
2000,NA,"G - Good",3,1,0,0,318500,"R1",232505,85995,NA,1549.8,0
1910,NA,"A - Average",9,3,0,0,978200,"R3",714800,263400,NA,4565,0
2000,NA,"G - Good",3,1,0,0,371500,"R1",271195,100305,NA,1549.8,0
1890,2009,"A - Average",6,3,0,0,476800,"R3",348064,128736,NA,2961,0
1915,1999,"A - Average",6,2,0,0,665200,"R2",485500,179700,NA,3479.4,0
1930,1961,"A - Average",6,2,0,0,746600,"R2",513500,233100,NA,3182.4,0
1959,2020,"A - Average",2,1,1,1,833900,"R1",509700,324200,NA,1550.4,0
1905,NA,"A - Average",6,3,0,0,807200,"R3",613900,193300,NA,3234,0
1905,1987,"A - Average",6,2,0,0,613600,"R2",426000,187600,NA,2242.4,0
1991,NA,"G - Good",3,1,0,0,470400,"R1",325400,145000,NA,1236.6,0
1872,2006,"A - Average",3,1,0,1,532300,"R1",338200,194100,NA,1752,0
1890,2018,"A - Average",4,2,0,2,519600,"R1",376300,143300,NA,2343,0
1900,NA,"A - Average",4,2,0,0,748800,"R2",494000,254800,NA,2579,0
1920,2020,"G - Good",4,2,0,0,1097300,"R1",831500,265800,NA,2863,0
1925,NA,"A - Average",6,2,0,0,1071200,"R2",731700,339500,NA,3720,0
1910,NA,"A - Average",6,3,0,1,725000,"R3",510500,214500,NA,3283.2,0
2017,NA,"G - Good",5,2,0,0,478500,"R2",349305,129195,NA,3036,0
1928,1970,"A - Average",5,2,0,0,747300,"R2",546100,201200,NA,2424,0
1900,1980,"A - Average",4,2,0,0,1369200,"R2",986000,383200,NA,2844,0
1880,2017,"G - Good",8,3,0,0,1080400,"R3",751200,329200,NA,3110.2,0
1905,2015,"G - Good",10,3,0,0,1074900,"R3",878600,196300,NA,4512,0
1910,NA,"A - Average",6,3,0,0,756700,"R3",529400,227300,NA,3330,0
1900,NA,"A - Average",6,2,1,1,1831400,"R2",834000,997400,NA,4581,0
1929,2016,"G - Good",6,3,1,1,972900,"R3",794100,178800,NA,2808,0
2006,NA,"G - Good",3,2,0,0,1114400,"R1",823000,291400,NA,2419.2,0
1938,2022,"A - Average",3,2,0,0,682300,"R1",433300,249000,NA,1305.6,0
1902,NA,"A - Average",9,3,2,5,1563300,"R3",1084900,478400,NA,3576.3,0
1905,2012,"G - Good",9,3,0,0,1060100,"R3",840500,219600,NA,3945,0
1900,NA,"A - Average",11,3,0,0,800400,"R3",582200,218200,NA,4050.6,0
1890,NA,"A - Average",7,2,0,0,651300,"R2",463400,187900,NA,3802.8,0
1900,NA,"A - Average",5,2,0,0,491900,"R2",322000,169900,NA,2127.6,0
1905,NA,"A - Average",6,2,0,0,762400,"R2",518200,244200,NA,3656.6,0
1956,2009,"G - Good",3,2,0,0,1803700,"R1",1311800,491900,NA,3449.3,0
1962,NA,"G - Good",3,2,0,0,1121000,"R1",709300,411700,NA,1584,0
2003,NA,"G - Good",3,1,0,2,372800,"R1",272144,100656,NA,1423.95,0
1900,NA,"A - Average",8,3,0,3,1318700,"R3",1041900,276800,NA,3543,0
1928,2018,"G - Good",5,4,1,9,1184600,"R2",829800,354800,NA,2540,0
1935,NA,"A - Average",3,1,0,0,410700,"R1",270800,139900,NA,1248,0
1940,NA,"A - Average",3,1,0,1,504600,"R1",349700,154900,NA,1050,0
1925,2022,"G - Good",3,1,0,0,1081500,"R1",743900,337600,NA,1480,0
1930,NA,"G - Good",4,1,0,0,1128900,"R1",738400,390500,NA,1988,0
1880,2021,"A - Average",3,1,0,0,736100,"R1",450200,285900,NA,1499,0
1935,NA,"A - Average",3,1,0,0,846100,"R1",515200,330900,NA,1912.8,0
1920,NA,"A - Average",4,1,0,0,671100,"R1",396400,274700,NA,1396,0
1915,NA,"A - Average",3,1,0,0,639000,"R1",461200,177800,NA,1550,0
1910,2003,"G - Good",6,3,0,0,1258200,"R3",971900,286300,NA,3678,0
1905,NA,"A - Average",6,3,0,1,947000,"R3",733300,213700,NA,3384,0
1900,NA,"A - Average",5,2,0,0,580200,"R2",370100,210100,NA,2054,0
1925,NA,"G - Good",5,2,0,0,1111700,"R1",768900,342800,NA,2138.4,0
1950,2014,"G - Good",3,1,0,0,923300,"R1",676600,246700,NA,1394.8,0
1957,1989,"A - Average",4,2,0,0,522400,"R1",327100,195300,NA,1606.5,0
1950,NA,"A - Average",3,2,0,0,408800,"R1",239300,169500,NA,976,0
1910,NA,"A - Average",7,3,0,0,880700,"R3",633600,247100,NA,3963,0
1900,NA,"A - Average",4,2,0,0,724100,"R2",459700,264400,NA,2094,0
1920,2011,"A - Average",8,2,0,0,819600,"R2",600200,219400,NA,3706,0
1885,NA,"A - Average",5,2,0,0,609500,"R1",357800,251700,NA,3871.2,0
1905,NA,"A - Average",9,3,0,1,1002100,"R3",769700,232400,NA,3447,0
1920,1998,"A - Average",5,2,0,4,734400,"R2",489600,244800,NA,2301,0
1905,NA,"A - Average",7,4,0,0,800100,"R2",555900,244200,NA,4420.2,0
1890,2003,"G - Good",4,2,0,0,983300,"R2",665600,317700,NA,2352.4,0
1880,2009,"A - Average",3,1,0,1,665400,"R1",414200,251200,NA,1200,0
1900,2016,"G - Good",5,4,0,1,1345300,"R2",1058500,286800,NA,2266,0
1905,2012,"A - Average",6,2,0,0,762500,"R2",534200,228300,NA,3440.8,0
1890,1990,"A - Average",7,3,0,0,950400,"R3",679100,271300,NA,4638,0
1890,2017,"A - Average",3,1,0,0,494300,"R1",351000,143300,NA,1478,0
1905,NA,"G - Good",2,1,0,1,839600,"R1",605700,233900,NA,1913,0
1925,NA,"A - Average",5,3,0,0,841000,"R2",613400,227600,NA,2737.8,0
1925,2002,"A - Average",3,1,0,0,817700,"R1",535000,282700,NA,1715,0
1890,1984,"A - Average",11,3,0,0,1066300,"R3",837000,229300,NA,4068,0
1905,NA,"A - Average",8,3,0,0,1147600,"R3",893900,253700,NA,3891,0
1987,NA,"G - Good",6,3,0,0,733000,"R3",464600,268400,NA,2538,0
1905,NA,"A - Average",6,3,0,0,635200,"R3",456000,179200,NA,3390,0
1890,2021,"A - Average",3,1,0,0,530100,"R1",388300,141800,NA,1408,0
1950,2021,"A - Average",2,1,0,0,615700,"R1",332200,283500,NA,1075.2,0
1920,NA,"A - Average",3,1,0,0,618500,"R1",363400,255100,NA,1352,0
1905,NA,"A - Average",6,3,0,0,739500,"R3",469200,270300,NA,3775.2,0
1880,2002,"A - Average",6,4,0,0,697900,"R3",468600,229300,NA,4337.8,0
1949,2016,"A - Average",4,3,0,0,953100,"R1",621100,332000,NA,2039.6,0
1920,NA,"A - Average",5,2,0,0,551400,"R1",330900,220500,NA,1624,0
1905,1993,"A - Average",6,3,0,0,776400,"R3",486800,289600,NA,2279.6,0
1905,NA,"A - Average",6,3,0,0,738700,"R3",504000,234700,NA,3534,0
1925,2002,"G - Good",3,1,5,6,798500,"R1",415600,382900,NA,1021,0
1898,NA,"A - Average",7,2,1,1,1215500,"R2",806600,408900,NA,3499.2,0
1900,NA,"A - Average",5,2,1,1,863500,"R2",529500,334000,NA,2611,0
1970,2004,"G - Good",5,2,0,0,347900,"R1",253967,93933,NA,1269.2,0
1970,2004,"G - Good",5,2,0,0,347900,"R1",253967,93933,NA,1876,0
1910,2018,"A - Average",4,2,0,1,935000,"R2",692000,243000,NA,3825.8,0
1900,NA,"A - Average",4,2,0,2,714800,"R2",450600,264200,NA,3408.8,0
1910,NA,"G - Good",4,2,0,0,817300,"R1",617900,199400,NA,2204,0
1900,NA,"A - Average",6,3,0,0,1176500,"R3",873900,302600,NA,3924,0
1900,NA,"A - Average",6,2,0,0,607800,"R2",405200,202600,NA,2468.2,0
1963,2004,"A - Average",2,1,0,0,631500,"R1",425500,206000,NA,1104,0
1895,NA,"A - Average",4,2,0,0,710500,"R2",452400,258100,NA,2815.2,0
1950,NA,"A - Average",6,2,0,0,974900,"R2",634400,340500,NA,2352,0
1850,NA,"F - Fair",3,1,0,1,453000,"R1",165800,287200,NA,1404,0
1900,1988,"A - Average",5,2,0,0,608900,"R2",389900,219000,NA,2274,0
1920,2012,"G - Good",5,2,0,0,909600,"R2",660400,249200,NA,2236,0
1855,NA,"F - Fair",4,1,0,0,687200,"R1",375100,312100,NA,1914,0
1935,2005,"A - Average",5,2,0,0,1115900,"R2",770800,345100,NA,2916,0
1920,NA,"A - Average",4,2,0,0,984400,"R2",613300,371100,NA,2446,0
1989,NA,"A - Average",4,1,0,0,593200,"R1",396200,197000,NA,1736,0
1925,2015,"A - Average",6,4,4,9,1323000,"R2",826000,497000,NA,3268,0
1910,NA,"A - Average",4,1,0,0,556200,"R1",291900,264300,NA,1660,0
1950,NA,"A - Average",2,1,0,0,455100,"R1",269300,185800,NA,1149.2,0
1905,NA,"A - Average",9,3,0,0,711700,"R3",449500,262200,NA,4353,0
